,0
234,21169.7404
235,21168.8706
236,21168.0009
237,21167.1312
238,18496.269
239,16876.2223
240,17742.4385
241,15857.5374
242,15715.3143
243,16364.0771
244,15436.3373
245,16080.4743
246,15476.5375
247,14654.1453
248,21157.5642
249,21156.6944
250,21155.8247
251,21154.955
252,21154.0853
253,21153.2155
254,21152.3458
255,21151.4761
256,18183.4304
257,15912.5678
258,21148.8669
259,21147.9972
260,18889.4951
261,15813.494
262,15318.5803
263,15439.0663
264,15794.024
265,16497.505
266,15446.0695
267,15350.2384
268,14772.8209
269,14600.0173
270,14102.0251
271,13869.3464
272,14420.2726
273,15739.5598
274,15922.3773
275,17898.6857
276,13750.8399
277,12724.1285
278,17032.2332
279,14145.2003
280,15511.0993
281,10510.0007
282,10947.8342
283,14487.2018
284,10014.5722
285,13919.0645
286,8534.7007
287,17032.3584
288,15074.6848
289,11141.7851
290,17237.9225
291,11008.0049
292,11144.458
293,16509.0015
294,12783.4103
295,14568.2469
296,16450.4269
297,17530.5991
298,17076.4558
299,11082.0476
300,9566.4775
301,12180.6386
302,16038.5272
303,15146.1896
304,14403.719
305,10715.9097
306,10859.081
307,18367.1909
308,18140.7807
309,14426.1339
310,14528.8769
311,14207.0847
312,14224.7486
313,14612.5897
314,14268.0045
315,14837.0246
316,16493.3871
317,15574.7112
318,15997.8843
319,18475.7992
320,20325.2635
321,18145.7758
322,16173.5877
323,15165.5468
324,16375.3401
325,17099.5372
326,16820.7442
327,17514.5199
328,16903.6899
329,16590.3118
330,17399.5555
331,17879.9588
332,17828.0186
333,17493.201
334,16673.9801
335,16636.1377
336,17365.1664
337,16548.8806
338,14757.7956
339,15325.2612
340,16641.8948
341,16404.497
342,16425.4934
343,16307.4494
344,16298.084
345,16488.5559
346,15642.4965
347,15989.5098
348,15622.5647
349,17368.1315
350,17635.7804
351,15940.0142
352,15638.6852
353,16451.9813
354,15926.2187
355,15043.4451
356,15721.5977
357,19643.8378
358,17048.8932
359,15531.8589
360,15412.5598
361,16132.6097
362,17330.3745
363,16644.3899
364,15301.8588
365,15049.133
366,15623.5832
367,14330.8725
368,15490.2454
369,15187.733
370,14392.9821
371,14325.1546
372,14025.6743
373,14549.9722
374,15192.082
375,15084.5069
376,14899.155
377,14137.974
378,14247.2964
379,15737.7472
380,16594.1236
381,12012.1576
382,11005.5039
383,11239.4198
384,16332.9054
385,11964.3215
386,11575.1887
387,10861.2809
388,10632.6742
389,11720.9773
390,11597.535
391,11244.1289
392,11428.6062
393,11609.0766
394,11639.6199
395,11463.354
396,11699.9654
397,11934.4375
398,11229.2412
399,10485.0818
400,12072.6635
401,11083.8786
402,12198.6159
403,11022.5294
404,11872.3201
405,12162.5156
406,12706.4901
407,11786.7977
408,11358.9466
409,10957.0521
410,10557.7969
411,16473.6817
412,13736.1375
413,10386.2716
414,10269.0143
415,10849.6929
416,11912.3948
417,11039.8751
418,15289.3738
419,16417.5015
420,15240.7226
421,15617.8497
422,15079.6882
423,14896.101
424,14843.0985
425,16092.5978
426,15214.5328
427,14463.9542
428,14579.7612
429,14743.621
430,15417.4644
431,15636.6193
432,14021.947
433,14864.0141
434,15269.7577
435,15772.02
436,15528.9181
437,14885.507
438,15467.3012
439,14768.5874
440,15083.1392
441,13560.7745
442,14046.251
443,13470.6879
444,13578.561
445,14874.5288
446,13956.542
447,14214.6632
448,13941.5432
449,13392.0975
450,13250.1824
451,13859.0407
452,15555.9513
453,14679.719
454,14877.1751
455,15524.2069
456,15381.3303
457,15182.8623
458,14897.1027
459,15344.2005
460,14847.8763
461,14701.2052
462,13562.5537
463,12588.3435
464,14593.0939
465,15246.1902
466,12372.0827
467,12941.3458
468,14144.9077
469,13647.6894
470,12984.5712
471,13292.6122
472,14339.8901
473,13368.2655
474,12805.7864
475,13202.758
476,12385.526
477,13074.7548
478,14097.0587
479,13822.7771
480,14124.5068
481,14329.8802
482,17019.7608
483,13658.0609
484,12876.5689
485,13295.0622
486,12231.2224
487,11602.58
488,11601.8905
489,10689.9523
490,10934.4252
491,10521.2053
492,9774.9291
493,9603.2277
494,9923.767
495,10614.912
496,10310.5968
497,10299.5427
498,9982.6282
499,11634.9662
500,13133.875
501,12235.2538
502,11479.7302
503,11409.6062
504,11530.496
505,12087.4502
506,12620.4306
507,12258.606
508,11354.0958
509,11086.8747
510,11020.7636
511,10981.7274
512,10690.9741
513,10250.4465
514,11899.1998
515,12286.8881
516,12016.9144
517,11087.9137
518,11974.9709
519,14052.6903
520,14204.3048
521,14739.0685
522,13949.9313
523,14668.8287
524,14580.9742
525,13949.36
526,12807.7046
527,12684.7932
528,12779.7938
529,13437.5633
530,13572.8597
531,12162.3745
532,12293.8394
533,15359.6966
534,15519.9019
535,13585.6691
536,11021.4479
537,9060.9756
538,9860.1787
539,8737.5267
540,7663.5873
541,10045.7355
542,10832.5918
543,7704.1028
544,7652.8816
545,8225.4211
546,8332.7086
547,6371.9542
548,6579.1512
549,7248.3045
550,7654.8432
551,7204.0007
552,8394.5378
553,9395.698
554,10015.1844
555,10540.4863
556,9681.4889
557,8479.3255
558,6405.9795
559,6720.5854
560,8127.8859
561,8445.3333
562,6942.4664
563,7955.9324
564,9301.3036
565,10074.4998
566,7401.7456
567,6800.2629
568,6716.3239
569,6148.6926
570,5802.2324
571,5315.9656
572,5752.6945
573,6156.4024
574,5766.6089
575,6246.4747
576,5782.2207
577,6584.196
578,6601.6061
579,6783.5069
580,6889.6571
581,6126.3513
582,6681.0276
583,6620.5298
584,6900.4205
585,7514.0125
586,6861.8979
587,7307.3044
588,7014.9248
589,10788.3109
590,8439.7801
591,6642.8006
592,7056.2455
593,7101.524
594,7307.8338
595,7679.6728
596,7656.017
597,7755.0332
598,7208.6628
599,7692.8324
600,7366.8592
601,8059.561
602,7651.6463
603,8089.8899
604,7511.3192
605,10074.0767
606,10749.1617
607,10277.0791
608,11223.0581
609,10717.544
610,11159.6796
611,11455.9245
612,11556.8491
613,10520.9351
614,10459.3252
615,10885.3699
616,10903.9866
617,10962.3253
618,10453.172
619,11136.2409
620,10578.6015
621,10758.6886
622,11492.5766
623,12039.9726
624,10302.831
625,10503.2857
626,10373.5242
627,11286.0368
628,9045.3413
629,7751.6403
630,9105.5074
631,11372.9311
632,10413.9972
633,8219.6863
634,8571.0977
635,9294.1569
636,8221.0477
637,7325.8159
638,8544.2924
639,11118.7269
640,10563.0753
641,13510.167
642,16499.5862
643,16822.7722
644,16598.1417
645,16195.7366
646,16885.9519
647,15234.0538
648,12339.873
649,11400.9621
650,13253.5959
651,14072.32
652,13979.2489
653,15747.9779
654,14611.1472
655,15707.538
656,11960.2513
657,8007.3448
658,7694.6314
659,9174.4762
660,9312.682
661,8458.2866
662,8672.4908
663,8927.082
664,8440.3075
665,11452.1324
666,11519.5481
667,10014.6315
668,10166.7867
669,10797.9817
670,9546.1358
671,8689.1487
672,9685.0755
673,8171.9054
674,7807.2124
675,10440.3443
676,9436.3652
677,7767.6383
678,8287.0742
679,9920.3662
680,9315.6993
681,9205.2603
682,10576.946
683,10845.5695
684,9046.3867
685,10713.1925
686,9548.1304
687,9409.5207
688,9867.7142
689,9294.6351
690,7796.7948
691,8650.2459
692,9341.3429
693,8302.0808
694,8326.8203
695,8939.6081
696,8306.7518
697,7815.8603
698,8949.6465
699,8299.8894
700,7280.3378
701,8142.2015
702,7674.9889
703,7674.8085
704,8779.8455
705,9909.6569
706,8620.9435
707,9846.3346
708,9642.2603
709,7859.0908
710,9163.2237
711,9127.5498
712,7375.0393
713,8993.2181
714,9226.2348
715,7690.2335
716,8808.5829
717,10048.5848
718,9845.909
719,12005.1399
720,11857.7489
721,10352.5947
722,10722.2643
723,10938.4666
724,9667.8838
725,13265.901
726,14020.866
727,11374.6566
728,11725.2602
729,12813.2844
730,11566.6601
731,11905.2966
732,13682.9809
733,13390.2872
734,14032.5705
735,15232.3437
736,13179.9457
737,14144.7506
738,13279.2647
739,11890.9604
740,12109.8261
741,13705.2443
742,12040.9504
743,13028.2601
744,13178.9392
745,10698.4803
746,12553.6494
747,13418.3511
748,11890.4639
749,12802.9459
750,13911.21
751,10407.2288
752,9065.581
753,9104.7996
754,9665.83
755,8192.149
756,10307.9057
757,9974.2693
758,9464.0522
759,10449.9566
760,13263.6844
761,14582.9397
762,12817.6639
763,13801.0858
764,13042.6599
765,11980.782
766,12570.6964
767,15072.9618
768,13566.9508
769,13918.24
770,13495.161
771,13594.3682
772,14354.0889
773,14111.0593
774,12544.6148
775,13199.3548
776,13096.6294
777,12024.7495
778,10868.3423
779,12158.3974
780,13590.6295
781,13490.8903
782,14177.112
783,13341.1707
784,14788.429
785,14409.3503
786,14994.2536
787,12986.8592
788,12005.2565
789,11343.1168
790,10914.6987
791,10098.5247
792,9159.3746
793,9241.6429
794,9358.7716
795,11205.0895
796,10048.4268
797,10019.7979
798,9906.9732
799,10840.6626
800,10587.6687
801,10022.7746
802,10306.1407
803,9068.3954
804,8559.269
805,8648.8384
806,9975.0815
807,10654.8099
808,11759.9481
809,10314.557
810,10557.8978
811,11547.143
812,10636.1462
813,10724.8346
814,10589.8351
815,12523.7327
816,10433.3656
817,9386.1342
818,9272.1402
819,8709.9258
820,8335.9671
821,7908.5227
822,8898.1601
823,8526.079
824,7444.9393
825,6550.9751
826,7337.5899
827,7218.9358
828,7471.4399
829,6379.1454
830,6988.1777
831,7347.8865
832,7224.3826
833,6929.511
834,6668.1846
835,7421.2879
836,7479.2312
837,7258.4426
838,5622.0267
839,5542.5143
840,6832.7672
841,7403.3044
842,6672.9916
843,6676.4007
844,6214.9101
845,7552.373
846,7409.7998
847,6100.0858
848,6255.5189
849,7616.5339
850,6669.4022
851,6813.2168
852,5994.4372
853,7297.0766
854,7227.9495
855,7434.2995
856,6049.2129
857,7259.4242
858,7428.5566
859,7829.2259
860,7361.7106
861,7130.7054
862,7173.6416
863,8053.178
864,7276.4265
865,6439.2499
866,6792.0989
867,7014.5874
868,6638.9496
869,6726.0524
870,6418.3394
871,6752.3961
872,6863.7366
873,7035.3934
874,6336.9756
875,9566.5455
876,9650.2379
877,9907.6979
878,8511.9628
879,9575.5016
880,9678.3642
881,10342.6188
882,10082.1027
883,9085.9737
884,8935.7447
885,8823.8923
886,8191.0013
887,8399.5302
888,8458.3362
889,10198.6657
890,10160.9888
891,10661.1478
892,9520.3236
893,12340.5804
894,12904.5866
895,13310.6133
896,11384.8098
897,10269.834
898,12561.2755
899,9679.202
900,8890.9515
901,7765.6842
902,8304.9008
903,8381.1798
904,8762.8884
905,10287.655
906,10737.0919
907,10316.7442
908,11396.3261
909,11762.1717
910,10625.9937
911,10611.6562
912,13666.5925
913,10944.8032
914,10621.8811
915,10739.8384
916,10135.9447
917,10252.423
918,10142.6132
919,8776.7889
920,9013.8744
921,8315.4454
922,9734.434
923,11027.7528
924,10452.877
925,10136.4208
926,7863.5998
927,9226.9139
928,8594.7144
929,7609.48
930,7038.2968
931,6803.1418
932,7409.0621
933,7163.6018
934,7919.2778
935,7557.9128
936,7311.6061
937,6820.9175
938,7209.7547
939,6941.875
940,6503.8125
941,6327.653
942,6769.022
943,8312.3363
944,8811.1101
945,7157.8801
946,6024.3317
947,6486.8289
948,6464.3625
949,5491.7308
950,5546.0519
951,5917.909
952,6603.0944
953,7098.4727
954,6701.7364
955,7187.1772
956,6941.7738
957,7263.9275
958,6003.301
959,6844.8043
960,7184.9101
961,7728.9627
962,7040.6564
963,6677.4656
964,6557.3116
965,6742.1616
966,7150.7241
967,5086.1672
968,6127.6893
969,6111.2767
970,6569.1908
971,6785.5415
972,6827.586
973,6676.7192
974,7342.0913
975,6970.8261
976,6765.9936
977,7173.1488
978,7113.9482
979,7273.9988
980,6869.6766
981,7680.3801
982,5687.9104
983,5543.625
984,5784.9148
985,5114.385
986,5271.5915
987,5174.5758
988,5955.0509
989,5013.2452
990,5519.2533
991,4956.0214
992,5687.6325
993,5911.7493
994,5064.8753
995,5869.428
996,6510.0877
997,6774.3104
998,6564.9744
999,5844.3733
1000,6304.6613
1001,7041.9881
1002,7088.9878
1003,6545.9811
1004,6171.4255
1005,5949.7791
1006,6355.9904
1007,6625.9984
1008,5767.2215
1009,5849.5371
1010,6034.4633
1011,6501.468
1012,6043.7625
1013,6790.6945
1014,7011.1055
1015,7474.3596
1016,7103.1903
1017,7280.9846
1018,7867.765
1019,6986.5421
1020,7772.6859
1021,7072.0225
1022,6885.9114
1023,6528.7422
1024,6235.3621
1025,6486.0507
1026,6721.1259
1027,6425.7889
1028,6816.2257
1029,6723.9752
1030,7034.6909
1031,6539.5032
1032,6562.0238
1033,6529.3964
1034,7059.6704
1035,7041.1633
1036,7519.6001
1037,6616.0012
1038,7082.5249
1039,7232.2269
1040,6431.2297
1041,7115.3132
1042,6662.5762
1043,6803.2614
1044,6672.5434
1045,5796.299
1046,6462.6376
1047,7020.6042
1048,7187.9665
1049,7117.4907
1050,7108.8305
1051,6357.8992
1052,6407.19
1053,5626.9509
1054,6686.1737
1055,6860.4792
1056,6709.8656
1057,6390.279
1058,6571.8644
1059,6817.4373
1060,6703.4444
1061,7083.9515
1062,6337.0977
1063,6688.9983
1064,7081.3092
1065,6822.3746
1066,6516.5142
1067,6700.1031
1068,7041.2545
1069,6902.9709
1070,7648.6872
1071,6967.7644
1072,7070.3773
1073,7176.1907
1074,7804.0409
1075,6586.0617
1076,6950.2164
1077,7264.1059
1078,7560.5667
1079,6982.8856
1080,6649.5958
1081,7206.2403
1082,7280.5868
1083,7903.5534
1084,7494.2958
1085,7849.2964
1086,7983.484
1087,7666.4816
1088,7903.7985
1089,7794.2516
1090,7776.2073
1091,7877.5994
1092,7848.8675
1093,7483.6651
1094,7281.7442
1095,7871.2682
1096,7344.898
1097,7899.347
1098,8036.0443
1099,7883.9381
1100,7544.5238
1101,8000.6891
1102,7706.0261
1103,7768.0406
1104,7839.043
1105,7636.7155
1106,8335.29
1107,8003.7785
1108,7698.127
1109,7851.5422
1110,7865.4065
1111,7370.7851
1112,7058.7749
1113,7784.0683
1114,7545.852
1115,8366.3557
1116,7694.1972
1117,8209.4116
1118,8563.0889
1119,7761.4085
1120,7750.1674
1121,7583.6905
1122,7086.9993
1123,6469.5962
1124,7049.4822
1125,6867.0544
1126,7038.9482
1127,6923.3226
1128,6847.4397
1129,7329.3678
1130,6863.3996
1131,6996.915
1132,6606.7094
1133,7105.8288
1134,7182.5575
1135,7146.4533
1136,7216.2163
1137,7200.2673
1138,7162.1703
1139,6922.1152
1140,5641.381
1141,6576.0253
1142,7066.043
1143,7295.8129
1144,7039.6404
1145,7160.9848
1146,7038.6732
1147,7336.9845
1148,6233.2106
1149,6595.2806
1150,7240.7457
1151,7636.7854
1152,8469.0283
1153,8420.4519
1154,8531.9454
1155,9052.2397
1156,9021.8797
1157,9071.7701
1158,8992.3023
1159,8269.08
1160,8299.5862
1161,8055.5123
1162,8309.2007
1163,8462.3692
1164,8423.1586
1165,8877.1911
1166,8487.6555
1167,8282.1948
1168,8480.7549
1169,8570.2888
1170,7822.7655
1171,8378.682
1172,9159.1076
1173,8336.0455
1174,8958.0042
1175,8738.9687
1176,8799.3225
1177,8191.8706
1178,7047.7677
1179,5314.7756
1180,4896.8206
1181,7754.912
1182,7389.0011
1183,6807.4062
1184,8175.0349
1185,7437.3
1186,7585.2375
1187,5304.666
1188,4850.2333
1189,5457.3263
1190,7486.9627
1191,8099.5167
1192,6478.0371
1193,7501.5224
1194,6805.2163
1195,7592.6959
1196,5937.5928
1197,5631.1862
1198,5982.5104
1199,6901.0257
1200,8303.026
1201,7258.4044
1202,7400.8614
1203,6945.0983
1204,7591.7085
1205,8943.8827
1206,9093.3489
1207,9239.0997
1208,11515.2209
1209,9607.0071
1210,8523.0564
1211,9519.1041
1212,8528.6706
1213,8469.0094
1214,9856.8545
1215,9615.7355
1216,9342.4468
1217,9553.332
1218,9416.0767
1219,10029.5134
1220,9286.0005
1221,9814.2913
1222,9691.7003
1223,10320.7612
1224,10460.3667
1225,10044.0959
1226,10467.0483
1227,11091.1964
1228,11297.2621
1229,11509.2155
1230,10287.1796
1231,10482.7562
1232,9659.8495
1233,9666.3634
1234,10935.4276
1235,10385.2576
1236,10593.4276
1237,9865.4985
1238,10470.9757
1239,9935.1244
1240,14910.665
1241,11788.5235
1242,10397.5863
1243,10487.3967
1244,10191.9774
1245,9675.9763
1246,10011.9819
1247,9554.0916
1248,9593.6216
1249,9548.673
1250,9028.2088
1251,14203.3624
1252,19065.5729
1253,19651.7187
1254,18736.6548
1255,14340.8407
1256,9982.4505
1257,9685.0746
1258,8451.9744
1259,9086.7396
1260,10284.1686
1261,11506.6837
1262,10161.001
1263,8876.2888
1264,8952.226
1265,9546.4191
1266,9706.1055
1267,10792.7783
1268,13125.9601
1269,19792.4745
1270,20189.2147
1271,15801.162
1272,10756.5869
1273,9920.4479
1274,9810.4106
1275,9738.248
1276,8487.6266
1277,8696.4321
1278,8606.4106
1279,8776.1244
1280,8284.9087
1281,8909.1261
1282,9893.1991
1283,9542.8853
1284,10955.4006
1285,9397.0624
1286,9581.1408
1287,9266.2659
1288,9624.8586
1289,9428.5285
1290,9720.12
1291,9547.9317
1292,9018.2734
1293,8469.6172
1294,8263.345
1295,8353.6526
1296,8365.8941
1297,9028.4015
1298,8513.6221
1299,8647.8061
1300,8494.3958
1301,8745.2365
1302,8811.6172
1303,8202.2837
1304,8282.4383
1305,8237.1431
1306,8780.6794
1307,8373.2333
1308,8677.7333
1309,9039.6149
1310,9235.2945
1311,8774.0515
1312,8397.392
1313,8246.3507
1314,8971.3938
1315,9913.944
1316,9753.0228
1317,8616.1259
1318,8032.0518
1319,9531.7373
1320,9557.4003
1321,9118.2788
1322,8832.0041
1323,9227.5794
1324,10575.2765
1325,9733.4893
1326,10008.8828
1327,10689.5612
1328,8075.3622
1329,5906.8145
1330,5632.3889
1331,5157.4484
1332,4931.0267
1333,4583.3758
1334,5205.6464
1335,5500.9013
1336,5130.4081
1337,4783.5042
1338,4894.7422
1339,5566.6521
1340,5732.7482
1341,5511.5709
1342,4789.8058
1343,5250.3842
1344,6097.3249
1345,5488.2287
1346,5155.1273
1347,5192.3401
1348,5539.7279
1349,5448.3566
1350,5530.091
1351,5805.4373
1352,6675.0418
1353,6435.5247
1354,6782.6292
1355,5662.1796
1356,5739.8751
1357,5997.1944
1358,5819.5856
1359,5471.9166
1360,5520.4841
1361,6062.4497
1362,6332.5516
1363,6145.3699
1364,6150.516
1365,5904.2909
1366,5992.5711
1367,5611.0384
1368,5261.498
1369,4376.3482
1370,5083.2882
1371,5329.6409
1372,5219.0926
1373,4909.7726
1374,4850.8529
1375,5417.141
1376,5416.3143
1377,5094.534
1378,4911.3691
1379,6022.0271
1380,5954.264
1381,5593.8781
1382,5145.7385
1383,4797.4637
1384,5551.291
1385,6191.0174
1386,5740.6607
1387,4871.6206
1388,5484.6232
1389,5775.9194
1390,6412.7282
1391,5043.5188
1392,4503.196
1393,4859.4605
1394,5226.7877
1395,5487.0071
1396,4877.2564
1397,3981.9263
1398,5251.384
1399,5574.6857
1400,6652.9052
1401,6297.7764
1402,5922.4702
1403,5945.0257
1404,5403.8169
1405,5308.3325
1406,5173.337
1407,5088.9203
1408,5232.8184
1409,4835.6484
1410,5213.4922
1411,5392.2236
1412,5977.2757
1413,5169.0287
1414,5364.3238
1415,6059.4471
1416,5804.5358
1417,5574.6193
1418,5783.9011
1419,6078.9772
1420,5310.0901
1421,5554.1226
1422,5752.9187
1423,5309.031
1424,5850.8376
1425,5253.2943
1426,4931.019
1427,4509.5901
1428,4715.2225
1429,4369.2864
1430,4574.8668
1431,5110.3701
1432,5234.1467
1433,4782.5745
1434,5176.3251
1435,5573.2803
1436,4793.5532
1437,5221.4099
1438,4935.022
1439,4745.4978
1440,4347.382
1441,5292.4794
1442,4789.2948
1443,5128.3697
1444,5073.8122
1445,5841.2933
1446,14345.2051
1447,16237.6314
1448,11652.9194
1449,5531.1557
1450,5696.2776
1451,4902.4725
1452,5405.093
1453,5171.2332
1454,4647.5776
1455,5104.3578
1456,5434.8606
1457,5643.2209
1458,4564.2098
1459,5049.9063
1460,5159.0146
1461,5223.6198
1462,5186.8244
1463,4642.8822
1464,4974.7838
1465,5216.9177
1466,5244.9381
1467,4926.3238
1468,5243.6383
1469,4607.642
1470,5065.8758
1471,5413.1145
1472,4763.0312
1473,4973.5811
1474,5071.7253
1475,5810.4621
1476,4612.6663
1477,4549.9676
1478,4863.6054
1479,5952.3844
1480,5227.7464
1481,4512.5144
1482,5371.7947
1483,5248.846
1484,5378.6201
1485,5462.5928
1486,4664.4527
1487,4633.6063
1488,4911.6349
1489,5310.7088
1490,4370.3181
1491,5254.9757
1492,4837.6033
1493,5332.3595
1494,4747.5557
1495,5311.9436
1496,5117.8951
1497,5417.2944
1498,5456.3588
1499,7218.5041
1500,9260.9193
1501,9414.3287
1502,9228.1606
1503,8658.7181
1504,9873.6659
1505,9595.9945
1506,9218.6214
1507,8956.2681
1508,9127.83
1509,9692.4395
1510,9259.0816
1511,9821.4232
1512,9294.8317
1513,9940.4823
1514,10502.3125
1515,10625.6126
1516,9332.581
1517,9665.845
1518,12800.6741
1519,9864.6393
1520,9123.7596
1521,8793.9246
1522,9633.9382
1523,9108.9504
1524,10747.2099
1525,10152.1188
1526,9889.9832
1527,10188.5135
1528,10257.1561
1529,10053.8005
1530,9924.0551
1531,10702.3717
1532,10406.3857
1533,10877.3671
1534,10506.0947
1535,11952.4308
1536,11175.5765
1537,11485.2787
1538,10715.0347
1539,11070.6391
1540,11916.5137
1541,11080.7971
1542,11433.8709
1543,11434.5335
1544,11348.7037
1545,11477.2724
1546,10858.6489
1547,10257.0299
1548,10677.0122
1549,10702.7488
1550,10404.1033
1551,10608.365
1552,11316.353
1553,10962.3541
1554,10850.7268
1555,10829.6406
1556,10696.2615
1557,10489.3624
1558,10386.3761
1559,9754.1631
1560,10199.8692
1561,10917.5143
1562,11868.2729
1563,10186.3134
1564,10409.4345
1565,11793.9936
1566,9850.4421
1567,10134.8032
1568,8842.0477
1569,9304.0215
1570,8837.5568
1571,9034.6201
1572,8738.773
1573,9165.2544
1574,9080.7466
1575,8969.0824
1576,9126.6383
1577,9162.5952
1578,9710.3355
1579,8817.0357
1580,9482.3433
1581,8568.5956
1582,9154.8153
1583,9810.8186
1584,10301.2028
1585,8020.7692
1586,7334.7063
1587,9110.1087
1588,8057.5049
1589,8596.6739
1590,8640.7688
1591,8540.6235
1592,7835.374
1593,6899.3638
1594,7705.1986
1595,8732.6072
1596,8899.5182
1597,7985.671
1598,7155.3818
1599,8483.772
1600,8666.29
1601,7085.3011
1602,9047.7054
1603,7707.6816
1604,8415.4818
1605,9291.0996
1606,7347.7398
1607,6101.7671
1608,5872.3545
1609,6335.9609
1610,5441.6845
1611,6310.7074
1612,5707.1265
1613,5905.913
1614,5002.5186
1615,6622.6868
1616,5236.6068
1617,5132.5018
1618,5218.5665
1619,5330.2317
1620,6226.521
1621,6221.32
1622,5214.4519
1623,5758.5191
1624,6055.9184
1625,11525.8567
1626,10666.8303
1627,8955.3976
1628,9000.8995
1629,10164.2287
1630,14554.0528
1631,13507.0843
1632,14121.0832
1633,11221.6485
1634,7000.9013
1635,7299.0745
1636,6502.0748
1637,5459.6058
1638,6442.3851
1639,5885.279
1640,5790.1869
1641,7323.1572
1642,7203.6456
1643,6675.7754
1644,7510.7446
1645,7092.9183
1646,6649.1784
1647,7010.2778
1648,6820.9254
1649,6351.5487
1650,7351.1837
1651,8251.4557
1652,8012.2502
1653,6326.3935
1654,7351.0554
1655,6577.576
1656,5414.8843
1657,7452.5372
1658,7100.9488
1659,5718.6405
1660,6702.5554
1661,6503.693
1662,5531.8624
1663,7231.6405
1664,6747.2066
1665,6329.1258
1666,8282.4332
1667,7613.1802
1668,6356.5135
1669,6957.9825
1670,6281.1596
1671,5184.0997
1672,6140.9418
1673,6435.5097
1674,5365.5584
1675,7292.1919
1676,6632.0622
1677,5004.0694
1678,6009.7831
1679,6323.2526
1680,5281.2501
1681,6301.7869
1682,6655.9806
1683,5512.1622
1684,6090.5825
